Country_Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.538395671704,1.13680560139329,18.3016198094977,32.0642236544976,16.9371502047331,11.3588087193751,24.2867156465862,38.6555598460691,21.0038230298356,20.2729927690637,-1.61660053389951,-5.98281069798195,15.6143731667016,0.385011969306092,,,,,,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3928564546671,18.8352640111117,-0.697888875892517,-9.86323424543173,-6.64667512411228,-31.2107436142478,24.8504975824325,12.7196941160169,12.3870555283528,-12.8920741071906,1.99452728621756,3.97600582571529,16.7955504936261,-3.21596851411653,14.8939563014934,4.8176199531627,1.01014628581748,9.94236245046167,-9.01996667017289,-1.43314841598323,3.86726941277146,2.39549966956429,
Belgium,,,,,,,,,,,,3.10513719005137,6.00190383318638,6.4966563300983,1.37243284937585,-1.49735031205394,5.50850311301363,-0.0457295670106816,2.74535150087345,1.74392506807939,-0.595114813273355,-2.54408464040594,-0.226265408833726,0.816224738300448,3.19222005205066,2.92678673757329,4.75875494297868,3.03414289034116,5.69175165387873,3.18189857722287,2.55260970718905,1.76353685266693,2.02204387448053,0.458071793949074,3.71209906094967,1.52876417036842,0.275608660142225,3.2976663303605,1.76810012121338,2.14491369971222,2.44035099211453,-0.331634547333124,1.48773076750138,-0.0749187404656624,1.94486033710493,0.756488333580336,1.08663322631581,2.81648795652625,-2.09894820389739,-2.19238679666577,0.505034765583986,-2.60356814838238,2.6128011718169,0.523549113396356,1.19981615046684,1.7419602955699,1.12333049279071,0.86924280553238,0.491982587145202,1.97033999725254,
Benin,,,,,,,,,,,,,3.13400530591564,3.9451621916254,-2.83545163852583,-8.1954350391984,-4.19652300100026,3.53823495451647,-1.13644569586782,5.41865602684271,5.8239900942886,1.96028048707203,-3.88937929374433,-9.46368087971184,1.78647849953499,3.92768297744604,-2.36833633757777,-6.26125449980626,1.81426608615658,-8.4622116813832,6.33856074605139,1.73535549348279,-5.73275937483014,2.27154643734056,-9.53995823236549,3.08885011019751,1.98717247509114,3.70846150863531,0.606561864067871,3.38364425244755,5.59362225987674,2.33448909780292,3.28508605608873,0.912364889570824,3.95588749942932,-2.3087831272114,0.780002263156177,2.22384017000894,2.25144925151801,-0.651185726462629,-0.767540373245055,1.83821354778129,2.99507323108932,7.24188283042217,3.18642190665012,0.0266369304784604,1.46152162874525,1.06369703479754,4.79351712339972,5.30144682016885,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,1.33669878405411,5.19054272836641,-2.72882902542929,-4.06498364025929,-1.06010625043812,6.57318163582194,-3.23755943303601,3.07967095568451,-2.5222839356161,-2.69514539445824,4.35784307104574,-3.49164703989622,0.522485465672645,-11.3582408205481,3.97947532236044,8.04386115023937,1.80820871219525,6.16682891128319,5.15666482130879,0.625916373643506,3.61569707662474,1.46463698843122,4.17444769758428,0.751981964559278,2.71912738462512,2.33027414423772,-0.360268902086275,1.26195322688625,-0.975584109780556,5.57852078591455,2.88184248719425,8.58810182164727,0.445233091023852,-0.324334851047254,1.09174888725268,5.47563548681551,3.89859432401876,9.78689433371747,8.73672371981617,
Bangladesh,,,,,,,,,,,,,,,-2.29402537710092,-6.62937016472063,-1.40767049867974,-4.66389085401546,6.12784159399659,3.28937528814224,-0.592089611440088,9.27853525100161,-4.59101888384244,-0.228210045579985,-0.289082307795468,6.47201379493214,1.27082432561325,1.03808033463737,-0.0421131327216528,0.0200228045757171,4.4176845016141,-3.64673860982869,1.02731084401708,0.981760177469468,3.06770938145928,1.62869323165202,0.926231179221034,0.115297986003952,2.24158035667237,2.47300502668817,3.71621860190983,2.92691128274447,2.08798794076901,2.41655140353994,6.10026673038307,5.0626162267277,6.56957473392139,6.0522443369987,4.1772029405308,3.93951758414168,5.26854984347995,4.2570321651375,4.99310440996545,4.53622684056052,2.96164571758996,4.93769516109506,5.44797425192978,4.94639124865266,6.96130302551121,6.11608445437403,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,11.0752443606035,4.66272074204043,3.7096086198533,4.88088156121462,-0.223791181136235,0.373048847366292,6.47664775101273,4.35707286122363,-4.61850188840415,-1.20729087667816,-16.7086467595199,-0.446200543847112,-5.07063870878204,5.65616059185776,38.9046002705591,-1.61846862676178,-21.9448205529984,4.39385224196134,-7.0677700984628,4.52188551795332,9.50966179027242,10.6274847934308,5.54787114806405,8.26511532481156,5.87685703756557,5.76849944087346,3.77573275733121,12.0844666069346,-0.252901937753933,0.980636737143996,4.73095636607491,2.38472282693733,0.0679183781515178,3.84089131532957,3.34546618103064,6.78152593922363,5.41755022505492,3.39618520360855,8.41486692515383,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4745698198189,-11.4912174611596,7.22446637895075,0.244644743750371,10.0739607708875,5.34708921192184,7.01082125588222,5.81762246824088,-18.4816450979342,9.95274017072714,-0.25599464397331,8.53076103422737,7.19642620785336,-1.74728345496628,-8.32991091493298,-0.177001419630912,1.65802095168912,-2.93263104279804,,
"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.44448748311382,-8.30991997255498,-1.23917567823105,-4.33960520231842,0.0974925318132165,20.9727465168531,11.6499492004994,11.4754580061194,-9.94137121476902,15.6537966900341,1.69070348232204,-3.97117296114972,9.09375199033413,-3.85637061755148,-5.0032445460136,3.23688941903401,-4.56828489090503,2.31737772564631,-4.73219266244107,-11.1731580361932,-4.30682626004449,-2.46488860092892,6.40840440534241,-2.80900401297318,-2.35900403309068,1.48291099506852,1.38208742187776,5.39176083114563,-0.592493296048119,4.25510554155417,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89617366786501,2.79381613497003,-3.06076077020043,-1.51745439783252,-1.34495047494045,-1.99098692551038,4.37099222852837,2.47281889942393,6.74036966188696,6.746819895146,5.06763636165334,5.43350439140997,4.41657178903124,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.1392675646151,-16.3531501317206,-9.28202119902204,5.0385444995525,10.8187507478383,11.025321170551,3.66960161800046,10.4490006566857,10.7575650815033,7.95994094292165,10.5695932562308,13.6309133752753,15.1202451083341,15.3443561955933,10.9226017169677,16.983727358822,-3.81025375010476,7.46855583807096,15.8306007264495,5.33608158065732,-0.172362588989401,3.11237175449818,-4.5413322345111,-5.23637313013629,3.98449628815443,6.87469954986165,2.62463811219411,
Belize,,,,,,,,,,,,,,,,,,,,,,-21.6492558286263,-4.21833993433212,-4.00718893788708,-2.18812226419706,-11.9989445585921,6.83904285900554,15.898294525624,9.64044113971514,6.19982005508311,11.7185367798919,3.43261832537942,6.61727110391067,3.16677669419592,0.454283362085633,1.1735867720096,-3.64734237687209,-2.27285468313821,-0.401308922217311,1.06416775220551,-3.14407768435963,-0.793941934599985,2.64215461369,-0.526364882435274,-2.01494938508792,-0.159180681618068,-1.38015457062809,-5.32624011392743,-5.39794841505721,6.141549611771,-5.4927826309126,2.80346708931324,2.44500053672039,3.03409706862681,1.81576321390897,9.12480332748335,-2.22527442463164,-2.46190282497875,-7.43203639270037,-0.811189172400447,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,,,,,,,,,,,,,,,,,,0.15869617751288,-5.74812063258679,-2.57319292080518,-6.45983840319504,2.59953331978586,-8.9886804062369,-3.26400517958602,-2.43715233713456,2.34437474860457,-5.79944732890151,2.51738569066229,-1.47945688594527,0.383045830027328,2.85552152535604,2.82939463699516,-0.266707980195093,0.651119661818811,2.14344171083391,3.51197249163511,3.93025452022175,3.82695098381562,4.26907138886693,-3.98717559729441,-2.62362236535348,0.570189364380425,1.50365395980339,1.01056759650196,0.253841113034639,-0.039389983615095,4.87810076436939,1.33242635435585,11.2298716228462,0.611302945633497,4.72703675370185,3.4159341150087,2.36200719532611,4.09463297871491,2.00775222867895,1.74650567853662,3.2198153302065,2.45634499953633,3.00781142774076,1.89843011431819,
Brazil,,,,,,,,,,,,8.93544858919653,9.6709620665614,9.36390986098952,2.67522585367004,0.781520769680768,11.3139144599271,4.51595613699574,-0.610221603070045,4.0654541097344,2.92178635140867,-6.17416071277177,-2.30379646963742,-2.00373310375981,5.76325472977916,0.873582783061863,4.73598558719463,1.14468896808488,-0.431633298801287,9.34816620055716,-14.1300016878534,4.8494009552323,-0.214098369655929,0.907129694235692,1.89506725345427,6.81730906446762,-1.14812464485875,1.08391774661445,-2.37450771226159,-3.54014123376103,3.01817946903924,-0.33660811301543,2.59421629687702,-0.547340500482576,3.98498293742462,2.22979777617765,3.77404829519699,4.61701921102029,3.0743753838935,3.76841482162355,4.17361814313264,4.26951567151536,1.68273152408354,3.22223872366017,-0.991493151832842,-3.75712544176365,-3.94414470646092,0.144603420067014,-0.951010820930648,0.337260836766021,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77010976180863,1.97389124932981,-7.36498659486978,-9.15811552371066,-5.75272359147594,34.4203574084177,-18.7795821608976,-10.6573297040184,2.31354247837874,2.05657268678046,0.509151977484578,12.5740151380349,0.554296292785324,7.50297083740705,10.7668274157478,10.6520511732809,8.01008095905917,18.0542921449818,-20.3366994140166,4.06725341328344,10.2500025974948,4.26163138060627,-0.79690093560194,-2.32257322160835,-11.5616597435512,-4.22668498187841,2.58144882243198,-5.16877357701318,4.49007765229518,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.21767436196986,8.03682043159517,4.38394498607582,4.27196818173354,6.73864211955168,2.63247920331406,14.3884612391329,4.20461706328636,4.39091033065775,8.20804585638406,5.76705316232309,2.66584427158196,1.0807574007645,4.85611095345877,3.77188459780295,5.44657107299599,4.53486871598754,2.24804155836613,4.34940342437855,
Botswana,,,,,,,,,,,,,,,,,,,,,,4.22713809384906,-1.22912257094337,-2.31105706804341,6.20739514129308,20.8592264159347,7.64429509289195,2.40238405155824,23.5593287558182,13.2427970002671,9.29350048854076,2.47335456800697,-1.93286844580808,6.22808480072132,-15.0954489786554,8.95173943131586,9.20722787441679,8.1824911819597,4.4950790094731,2.35610951542797,2.27887853493212,0.891750145988837,-13.0507077723619,-8.38423938903108,0.0684204725496897,16.4257257864098,4.5191911707017,3.36580544719891,-2.01747302833898,-2.704071966154,7.30082449737328,22.3361132590632,-3.03948566770883,6.87040819920321,8.46945841102533,-2.77206199252643,2.82196685528342,-5.13072663244873,0.759090223581921,0.850857065866933,
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234511776668327,-4.42831086383968,-1.52481799882007,-42.8704070924173,-3.9753922299187,5.51058570407082,13.3380869095807,-5.0169179129681,,,
Canada,,,,,,,,,,,,1.85455710756509,5.29514850380149,6.00077295512061,2.4253547971792,1.20052701849569,4.07092777924645,0.744248215082337,1.65515692597052,0.274696435637111,0.384472193704838,2.45863488927422,-4.17704468642074,2.09172509515025,4.31757566571565,3.81621935442669,1.02329227712264,2.12326902947201,3.16356913942838,0.966013734626131,-1.79290954755005,-2.53756103674546,-1.6324450383529,1.44818805579526,3.10074735880437,2.73607139840904,0.561511212986005,3.46846642690475,1.09845976902039,5.14782138841976,6.34449142915629,-0.46836747137138,2.12888772873659,2.92604402560788,3.76813896166759,3.63378643028369,2.55126757228732,2.18069149763616,0.215411243160915,-7.36987374281316,4.40427391012233,3.40975690805634,0.263482140857761,1.61930889145457,1.36586916214918,-3.18563731325223,-0.472183367529539,3.97333596756071,0.236715249228041,0.737867581025654,
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32383861509309,2.72961637491463,4.67599647430011,1.69871659530234,3.88441260762387,4.39268390964706,4.9181038837165,3.86793923380027,6.18823383569006,7.07342680844773,6.09695316151459,7.45670893701018,5.91020419033626,-2.78189667806764,0.733578320969031,2.50769055004262,0.6914255438965,2.49404403379125,4.05426486683351,5.03100804761615,3.68039119517161,5.58983403610678,4.66711281578898,5.36536319889271,
Switzerland,,,,,,,,,,,,4.09797407831054,2.97832896955279,2.84730713961683,0.349518864304102,-3.79398326674634,2.78197555350307,1.63029973417341,2.65864963568249,1.78475110233126,1.18631032736131,1.82037031748811,-1.38044494454768,0.328289740828524,3.81125528642885,1.05757856308652,2.17486091102343,0.727978664983681,2.15919269180867,1.97520413328698,1.47991544292448,-1.52820142257715,-1.6064786014264,1.26019332289047,1.03592006345448,2.39572365481293,0.662063055768797,3.71230024051737,3.73866238115752,1.67479472800235,2.54155489037562,-3.27874697716271,-1.85348480845457,4.48492757037846,1.24867837116531,4.99658766874657,2.64742999421652,-5.15462914257745,-9.25806894337407,7.22884744729781,8.01775199558288,-5.31934178854372,1.89620010368952,-0.528427234411893,-1.34840384709327,3.75671482527868,-2.90390916218811,-2.64113301275471,4.64112383826351,1.62302506801161,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,10.6444187171314,1.37823458407233,-8.86741439051792,-14.1504068568945,-22.4877973116091,5.89248728294511,11.1075797250825,5.60549320747181,7.45206966833787,4.24708135843446,4.8073432326549,-15.8089571625392,-7.25230896244497,-5.18523650423857,-5.39357704717798,7.68974184094225,9.56871194272165,8.45826166436548,6.73448258710252,3.04782051882736,11.3098037240651,11.4435277910409,5.39582149343229,6.29641233621638,12.2775003605525,5.99928499487949,6.24235983292346,4.6948384623722,-2.78675075836352,3.2146294795957,3.40348216214639,1.05496779049166,0.931074161306086,5.1510944717061,8.03631474928785,2.11605847254725,6.44789732459783,2.54443108809772,3.46400457135259,9.65948005433694,6.5855795460246,6.19486359111025,2.21701071502989,2.49172961495898,2.99308095631399,-1.49316062552541,-0.623783738168882,-0.0176479800508673,2.20337859173327,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4850964985677,8.40530101924422,7.71221851223261,8.61410675081649,8.73105280045168,10.842973130589,11.4897662641483,11.2427094314066,10.7163437253101,12.3672389551173,13.8182564207023,14.9108689221663,6.6467315437398,12.8228534191309,8.56280958104236,4.13079905263798,10.1235075361488,6.26250389304255,8.29970007869647,7.41064485639794,7.95193770091649,7.325375770419,4.72155672986334,4.70692789118827,
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14964014432024,5.48052812458874,-13.7821794980223,14.3198145219282,0.816826925399127,16.1676146261828,8.20619659387435,4.81339417286877,3.46793239009968,4.759247421949,3.19795292724217,
Cameroon,,,,,,,,,,,,,-2.31214133117068,-6.96622197400717,7.86686966568033,7.91353910963896,-9.66426127984654,2.70868586340131,40.2692628672154,-2.71624016494124,-16.036903248267,28.4422652549408,25.8442186969144,-4.14931470183804,1.82724590701429,2.44891742868418,19.9584529825287,-13.2070128849789,-14.4544554188896,-20.1927653793706,-7.68939906518074,0.0603290520452049,-17.3858095676334,7.18724012330414,0.823838606835196,-3.48179304114838,-1.02120586845876,4.70848666526021,5.12778711680963,1.44115659215328,1.1670011432807,1.97328724816752,2.99230834742905,1.94240470064221,7.02359810286653,-3.18738276972925,1.2382510485275,1.26869108150764,-0.694170936012682,3.2036187219457,-1.7319498755558,1.0739201797273,1.57425301940756,4.50654419734148,5.52171863360533,2.7616287523814,2.7266863438947,0.518247967625712,1.62627695051781,3.00784610366756,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22922073386016,-5.80448826200741,-1.19258928798614,-7.25706302321709,0.0225907279467634,-3.98926699486837,-5.03848065774868,0.960687151322929,9.30183135491673,4.77599619938552,2.36273630532018,3.05784034555427,7.03184941735719,-9.38439064760726,5.10815152718173,8.48675453454103,5.5012616086096,9.32857022725946,6.03912043951095,-1.48819463992029,4.68905824134896,-0.264659298801689,4.38232031307896,-1.450328862227,5.83470156111163,
"Congo, Rep.",,,,,,,,,,,,7.75653467102752,0.805682769816968,11.1724527270597,-5.59361758290774,-1.64886090127145,-16.7158712666129,-11.3512589118873,-15.2283503204187,-0.709732183830212,42.2590543170409,49.4072597148645,45.1952527691083,-13.679787856219,-10.0913887879908,-17.7926635340267,-20.8696180178946,-15.1654028222176,-29.6523340580811,-18.2900842908138,10.2315137276672,31.8046251209619,2.21243740166896,-36.6678427640454,30.6847371376955,-60.8824607783353,-35.5714191189815,119.342894691326,28.9371905136754,-20.9783539863837,-34.986756844238,68.6163473611839,30.3301048740614,41.1228292823888,-43.8927863610581,29.8585593389157,-13.2462704667248,49.3716994722243,13.9219600403566,15.9229457118789,33.597859924264,-27.5478883692955,54.5889765777895,23.2325039947943,7.06018494618644,-15.3344672937107,-20.7621550741701,-12.1687565829098,-30.2528541633777,-33.04894454155,
Colombia,,,,,,,,,,,,3.92828352101755,6.22236214431622,6.79830192137416,-0.252814710724167,0.213057417897829,7.43117595101555,6.60806793386514,6.31148086471553,0.117951029028802,2.93740838222666,-2.34020804809334,-1.1868550561484,-2.99953331180572,0.326885191765484,-1.25344350336174,8.16928020581109,-3.34540872376449,3.82752120895356,-2.00596783007177,-0.597918251324899,3.5671235148267,2.69733981744939,4.9787231986474,10.3980278524024,2.50893440126916,-1.6415207873988,2.18938778987552,-2.29258001532368,-8.2701116751122,-1.88294468722337,0.725566005889362,0.537305808096676,0.810177856241182,4.24252387852724,4.07328075697528,5.36204423231273,7.65319383310441,3.14801848581916,2.9842958756528,3.4783319078475,4.50027429364685,4.99295284851354,5.36202304257776,4.45326501318399,2.92469202157521,1.06651440432761,-0.360543355081717,0.377239720013776,1.24414435264156,
Comoros,,,,,,,,,,,,,,,,,,,,,,0.518270522423364,2.98160961583622,1.74477095226733,1.6690458173755,-1.67393980201282,-0.965500881193975,-0.653218599074648,-0.611652599706275,-4.78479285310739,1.3623139534517,-7.90827594937539,6.08749763692542,-0.460093798040944,-8.38215720706795,-0.640811533802861,-4.11677131717718,1.16912677480619,-1.59166160452544,0.066951294852629,9.05890250999954,0.0838505328956813,-0.557063150834736,-0.64656587583282,-0.129633179658313,0.857378038153996,0.29858440032497,-1.89659213405881,-0.731956051150206,3.24758505065338,-2.73201392695927,1.44123083185114,1.28243986912257,2.58818898255653,0.964048464694173,4.28986260396663,1.65218679104025,3.08081203070213,3.23983156899341,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65469432348664,0.0114943968862065,-3.03695269691069,2.54216394348271,-1.00152803248113,1.08408719031421,-1.60735268349663,2.01384905026289,3.83213160356233,2.08914390246808,4.74052290373272,4.69354484378516,
Costa Rica,,,,,,,,,,,,,2.82168300182354,4.96684262264222,-3.99770411812354,2.8223978687866,7.53894294540511,12.9132569065494,0.258576115202899,-1.82874076764932,-3.04010046295026,-17.8640422145664,-10.7704651994058,9.20636045244237,9.1257856602364,0.948975571436321,10.0398124002762,-4.67268622594349,-0.579492642991312,0.162706546366593,2.47671234438008,-1.12662097059517,7.59406109040259,4.8949845608967,4.35095245599248,0.769735288009471,-2.00672279106604,5.20095480897822,4.76779493061008,-2.0661025954646,-0.2790955269286,1.61808299855548,0.00066610585072624,1.37382000901721,1.32519610462126,1.59408498338594,5.59699685091692,6.37388528647946,2.75804258979457,-1.54483034643967,7.21373503697941,1.50113022444359,4.10359119561944,0.874464352529628,2.39771835166769,4.72878761502152,4.31941635828275,1.06094551849176,0.93933522482881,1.81438863214257,
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,6.61151130292421,2.95925095611793,1.67885230287186,-0.638395575901285,7.63652968248958,4.11963189037556,7.54183777647461,5.72339283616523,0.246561414267759,-5.6066152856172,18.1265637134646,8.27028879189102,4.92757280784524,7.3573493778116,2.33825167935413,-5.11492329776672,-1.81307651965797,3.79719233338449,-0.168318498474392,-1.17600314275053,-10.3781131671554,-16.9519478750726,-12.8003991906516,0.33827735700882,-2.65927517625103,6.64507138502921,1.84820652881852,-1.50254665624918,4.81390950978657,2.39765360974533,3.60553448259149,2.09212561810862,5.60066822917409,5.40720589258868,9.29316158319875,13.5437396910938,4.04228281305737,-2.26280907973472,3.7486040705831,7.3707810983001,0.152998466464055,4.92508710481177,2.66334827324259,2.66808711863682,5.07451286210849,3.26499785663931,,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,,,,,,,21.7492098832824,6.1326922925937,13.906000386059,4.46304325324869,-3.44845511015758,6.27822776084028,3.12981302106141,11.8330297863457,3.69999634247264,-0.696410127266859,8.26817567418705,8.72631833708388,9.42525875192489,1.81483650826868,-5.48281184020158,10.8943043208566,-9.03821750804917,4.53799026381114,1.96352455373665,-0.290913300448551,0.454150469419716,17.4836667404584,-4.98041424993103,1.65393401811373,6.64958657509254,3.48557964957992,5.1273845026322,2.44916773961282,2.41974336662895,2.25054360075451,2.59878509773674,6.00121331613795,-3.14799826777102,-2.64434274423415,1.79087339826876,-8.58300789487512,-7.6486042845449,-3.10315839202843,6.91968674144856,2.91352398604425,5.94178490797037,11.3230927202127,,
